2026-03-07,"Requested transfer to AMEX checking account ",-1011.49
2026-03-04,"Interest Payment",42.54
2026-03-04,"Requested transfer from AMEX checking account ",1469.0
2026-03-04,"Requested transfer to AMEX checking account ",-1469.0
